message,intent,is_payment_related,is_fraud,risk_label,phone_number,upi_id,amount,urgency,impersonation,suspicious_keywords
Payment of Rs 1340 received for Airtel bill. Receipt no. 66325538.,BILL_PAYMENT,True,False,LOW,,,1340.0,False,False,
"Customer care PhonePe: your account shows suspicious activity. Transfer ₹15,000 to verification account prize.center@ybl jaldi.",IMPERSONATION,True,True,HIGH,,prize.center@ybl,15000.0,True,True,urgency|kyc_credential|impersonation
pnb: auto-debit of ₹4300 for your sip will be attempted on 8th please keep sufficient balance,BANK_REQUEST,True,False,LOW,,,4300.0,False,False,
"Dear user, your SBI KYC expires today. Pay ₹4,999 verification fee final notice to official.support@oksbi warna account block ho jayega. call +916540757627",KYC_SCAM,True,True,HIGH,+916540757627,official.support@oksbi,4999.0,True,True,urgency|kyc_credential|impersonation|upfront_fee
Payment of 799 rupees received for Mahanagar Gas bill. Receipt no. 73598429.,BILL_PAYMENT,True,False,LOW,,,799.0,False,False,
hello split for movie tickets came to rs 250 each. send to bhavya.khan@ptsbi when you can.,PAYMENT_REQUEST,True,False,LOW,,bhavya.khan@ptsbi,250.0,False,False,
Dude send ₹750 for the birthday cake to gurpreet.das@ibl,PAYMENT_REQUEST,True,False,LOW,,gurpreet.das@ibl,750.0,False,False,
Bank of Baroda: cheque no. 790857 for 4300 rupees has been cleared.,BANK_REQUEST,True,False,LOW,,,4300.0,False,False,impersonation
Arre can you transfer ₹100 for the auto? manish.iyer@upi works. No rush.,PAYMENT_REQUEST,True,False,LOW,,manish.iyer@upi,100.0,False,False,
"DUDE THE ELECTRICITY SHARE KA ₹250 BHEJ DENA, ANANYA@OKICICI",PAYMENT_REQUEST,True,False,LOW,,ananya@okicici,250.0,False,False,
"Your PNB reward of ₹20,000 is waiting. Scan the attached QR to collect. Valid today only.",QR_SCAM,True,True,HIGH,,,20000.0,True,False,urgency|reward|qr_link
"Send ₹7,000 last chance to naveen@okicici. Time limit 30 minutes. or your account will be blocked.",URGENCY_PAYMENT,True,True,HIGH,,naveen@okicici,,True,True,urgency|kyc_credential
"Sent Rs 10000 for Diwali shopping to gurpreet@fbl, check and tell me if received.",FRIEND_FAMILY_PAYMENT,True,False,LOW,,gurpreet@fbl,10000.0,False,False,
Fresh Basket: advance of INR 2350 for the order is due by 10th. Pay to freshbasket7@okbizaxis or at the desk. GST invoice will follow.,MERCHANT_PAYMENT,True,False,LOW,,freshbasket7@okbizaxis,2350.0,False,False,upfront_fee
"Quick Laundry: table booked. A deposit of 3200 to quicklaundry6@icici confirms the booking, adjustable against the bill.",MERCHANT_PAYMENT,True,False,LOW,,quicklaundry6@icici,,False,False,
collect request sent for ₹15000 approve it with your upi pin to receive the amount,QR_SCAM,True,True,HIGH,,,15000.0,True,True,kyc_credential
Alert: order FLP403509 refund failed Pay 49 reversal charge to securebank@axl last chance and full refund of Rs 2500 will be credited,REFUND_SCAM,True,True,HIGH,,securebank@axl,2500.0,True,True,urgency|refund
"install this app cutt.ly/7i59gj and share the screen to receive ₹2,000 cashback instantly.",QR_SCAM,True,True,HIGH,,,2000.0,True,True,reward|qr_link
icici bank: auto-debit of 12000 rupees for your sip will be attempted on 15th. please keep sufficient balance.,BANK_REQUEST,True,False,LOW,,,12000.0,False,False,impersonation
Double your money scheme! Send Rs 10000 to urgentkyc@paytm and receive Rs 30000 by Monday. WhatsApp 92076-95368,INVESTMENT_SCAM,True,True,HIGH,+919207695368,urgentkyc@paytm,10000.0,True,False,investment
"Invest INR 5000 today and get 15k in 7 days, guaranteed returns. Pay to customer.care@paytm. Limited slots.",INVESTMENT_SCAM,True,True,HIGH,,customer.care@paytm,5000.0,False,False,investment
"I went to the Bank of Baroda branch today for KYC, took 13 minutes only.",NON_PAYMENT,False,False,LOW,,,,False,False,kyc_credential|impersonation
Refund team here. Your cashback of 10000 rupees is pending. Send Rs. 99/- processing fee to customer.care787@paytm within 24 hours.,REFUND_SCAM,True,True,HIGH,,customer.care787@paytm,99.0,True,True,urgency|reward|refund|upfront_fee
Double your money scheme! Send ₹1000 to bankverify721@oksbi and receive Rs 5000 by Monday WhatsApp 6160847818,INVESTMENT_SCAM,True,True,HIGH,+916160847818,bankverify721@oksbi,1000.0,False,True,investment
"Naveen, mera recharge khatam ho gaya, Rs 3000 pooja.sharma@oksbi pe bhej dena please.",FRIEND_FAMILY_PAYMENT,True,False,LOW,,pooja.sharma@oksbi,3000.0,False,False,
"I can pay ₹12,000 for the laptop, pickup from your place. Share your UPI ID or I will pay cash on pickup.",MARKETPLACE_PAYMENT,True,False,LOW,,,12000.0,False,False,
"Data entry job offer, no experience needed. Registration ₹299 only, pay on support.desk@oksbi. Salary 80000 rupees.",JOB_SCAM,True,True,HIGH,,support.desk@oksbi,80000.0,True,True,job
"KYC update ke liye 999 rupees to quickloan@ybl within 24 hours pay karo, otherwise your account will be suspended. Canara Bank support 8680606561",KYC_SCAM,True,True,HIGH,+918680606561,quickloan@ybl,999.0,True,True,urgency|kyc_credential|impersonation
"Hello, I'm calling from SBI security. Your account is compromised. Move ₹25,000 to safe account ananya21@oksbi last chance.",IMPERSONATION,True,True,HIGH,,ananya21@oksbi,25000.0,True,True,urgency|impersonation
"hey this is ananya from paytm support. a wrong transfer of ₹2,500 was made to you. refund to amitnav@ybl last chance to avoid account freeze.",REFUND_SCAM,True,True,HIGH,,amitnav@ybl,2500.0,True,False,urgency|refund
Your SBI reward of Rs 2000 is waiting. Scan the attached QR to collect. Valid today only.,QR_SCAM,True,True,HIGH,,,2000.0,False,False,urgency|reward|impersonation|qr_link
"canara bank: cheque no. 718345 for ₹12,000 has been cleared.",BANK_REQUEST,True,False,LOW,,,12000.0,False,False,impersonation
"Lucky customer! Rs 250000 bonus credited pending. Transfer ₹1,499 to support.desk@ibl for release abhi. Contact 8134982734",PRIZE_SCAM,True,True,HIGH,+918134982734,support.desk@ibl,1499.0,True,True,urgency|reward
"CRPF jawan, urgent posting. PS5 at Rs. 6,000/- only. Advance Rs. 1,000/- on sneha@okhdfcbank to block it.",MARKETPLACE_PAYMENT,True,True,HIGH,,sneha@okhdfcbank,6000.0,True,True,urgency|upfront_fee
"Double your money scheme! Send Rs 25000 to verify.now@ybl and receive ₹75,000 by Monday. WhatsApp 6792660940",INVESTMENT_SCAM,True,True,HIGH,+916792660940,verify.now@ybl,25000.0,False,False,investment
Notice: PAN-Aadhaar link pending for your Bank of Baroda account. Pay Rs 5999 processing charge to jobportal.fee@okaxis asap or services will be deactivated.,KYC_SCAM,True,True,HIGH,,jobportal.fee@okaxis,5999.0,True,True,urgency|kyc_credential|impersonation|upfront_fee|qr_link
install this app sbi-verify-v913oxyz and share the screen to receive rs 1000/- cashback instantly,QR_SCAM,True,True,HIGH,,,1000.0,False,False,reward|impersonation|qr_link
"SBI: cheque no. 396969 for ₹2,500 has been cleared.",BANK_REQUEST,True,False,LOW,,,2500.0,False,False,impersonation
"ICICI Bank: ₹1,250 credited to your account XX4660. Available balance INR 2500.",BANK_REQUEST,True,False,LOW,,,2500.0,False,False,impersonation
"Part time job: earn ₹2,500 per day by liking videos. Pay ₹1,500 security deposit to rewards.claim@axl to start.",JOB_SCAM,True,True,HIGH,,rewards.claim@axl,1500.0,False,True,upfront_fee|job
Collect request sent for 10000. Approve it with your UPI PIN to receive the amount.,QR_SCAM,True,True,HIGH,,,,True,False,kyc_credential
Pending due of ₹500 must be cleared today only. Send to hdfc.verify@ybl. No further extension.,URGENCY_PAYMENT,True,True,HIGH,,hdfc.verify@ybl,500.0,True,False,urgency
"Your delivery is on hold. Pay Rs. 5,000/- customs charge to deepakrah@okicici within 2 hours or the parcel will be returned.",URGENCY_PAYMENT,True,True,HIGH,,deepakrah@okicici,5000.0,True,False,urgency|impersonation|marketplace
"Scored a hat-trick yesterday, 18 runs too!",NON_PAYMENT,False,False,LOW,,,,False,False,
"Bro order ZMT896867 refund failed. Pay 199 reversal charge to rewards.claim50@oksbi immediately and full refund of ₹7,500 will be credited.",REFUND_SCAM,True,True,HIGH,,rewards.claim50@oksbi,7500.0,True,True,urgency|refund
"Wrong transfer alert: Rs. 1,500/- credited to you by error. Reverse the amount within 24 hours to jobportal.fee@paytm or call 8957421884.",REFUND_SCAM,True,True,HIGH,+918957421884,jobportal.fee@paytm,1500.0,True,False,urgency|refund
Dude reminder ₹1500 pending for yesterday's dinner sanjayjos@paytm or cash whatever is easy,PAYMENT_REQUEST,True,False,LOW,,sanjayjos@paytm,1500.0,False,False,
"Oye PhonePe refund of ₹5,000 is stuck. To release it, first pay Rs 99 verification to sbi.kyc@oksbi within 24 hours.",REFUND_SCAM,True,True,HIGH,,sbi.kyc@oksbi,99.0,True,False,urgency|kyc_credential|refund
Payment for the fridge done ₹4000 via Paytm to snehaadi@axl Please share the invoice,MARKETPLACE_PAYMENT,True,False,LOW,,snehaadi@axl,4000.0,False,False,
OTP for your login is 488640. Valid for 10 minutes. Do not share it with anyone.,NON_PAYMENT,False,False,LOW,,,,False,False,kyc_credential
"Notice: Update your Aadhaar with ICICI Bank by paying ₹2,999 to kyc.support628@ybl. Link expires final notice.",KYC_SCAM,True,True,HIGH,,kyc.support628@ybl,2999.0,True,True,urgency|kyc_credential|impersonation|qr_link
"I am army officer posted in cantonment, cannot meet. Pay 3000 rupees advance to anjali@upi and my courier will deliver the Royal Enfield.",MARKETPLACE_PAYMENT,True,True,HIGH,,anjali@upi,3000.0,True,True,impersonation|upfront_fee|marketplace
"your delivery is on hold. pay ₹5,000 customs charge to customer.care@paytm last chance or the parcel will be returned.",URGENCY_PAYMENT,True,True,HIGH,,customer.care@paytm,5000.0,True,False,urgency|impersonation|marketplace
Your resume is shortlisted at Swiggy. Document verification fee INR 299 payable to securebank@ybl within 24 hours.,JOB_SCAM,True,True,HIGH,,securebank@ybl,299.0,True,True,urgency|kyc_credential|upfront_fee
Send me the notes for chapter 8 when you get a chance.,NON_PAYMENT,False,False,LOW,,,,False,False,
Double your money scheme! Send 1k to prize.center67@axl and receive Rs 10000 by Monday. WhatsApp 07927639852,INVESTMENT_SCAM,True,True,HIGH,+917927639852,prize.center67@axl,1000.0,True,False,investment
"Your electricity connection will be cut within 24 hours. Pay pending bill ₹2,000 to sureshvik@apl now. Officer 08603895159",IMPERSONATION,True,True,HIGH,+918603895159,sureshvik@apl,2000.0,True,True,urgency|impersonation
"You have received ₹5,000 cashback from IPL. Pay ₹999 activation charge to jobportal.fee@ibl to receive it asap.",PRIZE_SCAM,True,True,HIGH,,jobportal.fee@ibl,999.0,True,True,urgency|reward
"Beta 1000 rupees bhej dena papa ke dawai ke liye tanvigur@axl, kal wapas kar dungi.",FRIEND_FAMILY_PAYMENT,True,False,LOW,,tanvigur@axl,1000.0,True,False,
"IDFC First: your fixed deposit of ₹89,000 matures on 13th. Visit the branch or use net banking to renew.",BANK_REQUEST,True,False,LOW,,,89000.0,False,False,
Join our IPO allotment scheme. Pay 25000 rupees to reward.claim@paytm and get confirmed allotment with 3x listing gain.,INVESTMENT_SCAM,True,True,HIGH,,reward.claim@paytm,25000.0,True,False,
Invest 5000 rupees today and get 50000 in 7 days guaranteed returns Pay to cashbackclaim36@paytm Limited slots,INVESTMENT_SCAM,True,True,HIGH,,cashbackclaim36@paytm,5000.0,False,False,investment
Join our IPO allotment scheme Pay ₹2000 to bankverify@paytm and get confirmed allotment with 3x listing gain,INVESTMENT_SCAM,True,True,HIGH,,bankverify@paytm,2000.0,False,True,
"scored a hat-trick yesterday, 36 runs too!",NON_PAYMENT,False,False,LOW,,,,False,False,
hello split for the concert tickets came to 250 rupees each. send to bhavyaroh@ptsbi when you can.,PAYMENT_REQUEST,True,False,LOW,,bhavyaroh@ptsbi,250.0,False,False,
"Canara Bank ALERT: KYC not updated. Send Rs. 4,999/- to support.desk372@paytm within 1 hour to re-activate your account. call 8806187001",KYC_SCAM,True,True,HIGH,+918806187001,support.desk372@paytm,4999.0,True,True,urgency|kyc_credential|impersonation
I accidentally sent Rs 4000 to your number by mistake. Please return it asap to rewards.claim@paytm.,REFUND_SCAM,True,True,HIGH,,rewards.claim@paytm,4000.0,True,False,urgency|refund
DEAL FINAL AT ₹6000 FOR THE CAMERA I WILL PAY WHEN I PICK IT UP ON SUNDAY MY UPI IS LAKSHMI@YBL IF YOU NEED TO REFUND ANYTHING,MARKETPLACE_PAYMENT,True,False,LOW,,lakshmi@ybl,6000.0,False,False,refund
"Forex signals: first 20 members get INR 50000 on ₹25,000. Transfer to task.fee@oksbi now.",INVESTMENT_SCAM,True,True,HIGH,,task.fee@oksbi,50000.0,False,False,
"Payment for the camera done, ₹4,000 via GPay to kavya@ptsbi. Please share the invoice.",MARKETPLACE_PAYMENT,True,False,LOW,,kavya@ptsbi,4000.0,False,False,
Buyer here from OLX Sending a payment request of Rs 15000 on PhonePe please accept and enter PIN to receive,QR_SCAM,True,True,HIGH,,,15000.0,False,False,kyc_credential|marketplace
"Match starts at 7:30, bring 58 people if you want, plenty of space.",NON_PAYMENT,False,False,LOW,,,,False,False,
"Dude Bhavya here, ₹1,200 for the concert tickets bhej do bhai. bhavya.sharma@apl",PAYMENT_REQUEST,True,False,LOW,,bhavya.sharma@apl,1200.0,False,False,
"Deluxe Tailors se order ready hai. ₹1,499 deluxetailor6@icici pe pay kar dena ya cash de dena.",MERCHANT_PAYMENT,True,False,LOW,,deluxetailor6@icici,1499.0,False,False,
bill generated for bescom: 1050. view and pay from the official app. ignore if already paid.,BILL_PAYMENT,True,False,LOW,,,,False,False,impersonation
"Beta, send Rs 10000 to harsh.singh@okicici for the school fees, Ishita will pay you back next week.",FRIEND_FAMILY_PAYMENT,True,False,LOW,,harsh.singh@okicici,10000.0,False,False,
Hi galti se ₹5000 aapke account me chala gaya Please within 2 hours wapas bhej do rewardclaim382@paytm pe,REFUND_SCAM,True,True,HIGH,,rewardclaim382@paytm,5000.0,True,False,urgency|refund
"Hi da ₹300 de dena the trek booking ke liye, rahul@ptsbi",PAYMENT_REQUEST,True,False,LOW,,rahul@ptsbi,300.0,False,False,
Reminder: Airtel bill ₹799 due 25 Jan. Pay through Paytm bill payments section.,BILL_PAYMENT,True,False,LOW,,,799.0,False,False,
"Your delivery is on hold. Pay ₹2,000 customs charge to ishitakir@apl asap or the parcel will be returned.",URGENCY_PAYMENT,True,True,HIGH,,ishitakir@apl,2000.0,True,False,urgency|impersonation|marketplace
"Final notice from IDFC First: pay KYC verification fee ₹4,999 to official.support@upi urgently or the amount will be forfeited.",KYC_SCAM,True,True,HIGH,,official.support@upi,4999.0,True,True,urgency|kyc_credential|upfront_fee
"Yes Bank: Rs. 1,250/- credited to your account XX3125. Available balance 8750 rupees.",BANK_REQUEST,True,False,LOW,,,8750.0,False,False,impersonation
"Attention: GPay refund of Rs. 2,500/- is stuck. To release it, first pay Rs. 499/- verification to vikram.sharma@axl within 2 hours.",REFUND_SCAM,True,True,HIGH,,vikram.sharma@axl,499.0,True,True,urgency|kyc_credential|refund
Your Bank of Baroda reward of ₹1000 is waiting Scan the attached QR to collect Valid today only,QR_SCAM,True,True,HIGH,,,1000.0,False,True,urgency|reward|impersonation|qr_link
"Crypto trading tips group: deposit ₹1,000 to task.fee@axl and earn daily profit of Rs 300. 100% safe.",INVESTMENT_SCAM,True,True,HIGH,,task.fee@axl,1000.0,False,True,investment|job
Bro the Netflix password changed ask Neha,NON_PAYMENT,False,False,LOW,,,,False,False,
"Dear user, PAN-Aadhaar link pending for your SBI account. Pay 499 processing charge to claimprize@ibl before midnight nahi toh account band ho jayega.",KYC_SCAM,True,True,HIGH,,claimprize@ibl,,True,True,urgency|kyc_credential|impersonation|upfront_fee|qr_link
"Payment received, Rs 180 from you at Green Grocers. Thank you, visit again!",MERCHANT_PAYMENT,True,False,LOW,,,180.0,False,False,
"FLIPKART SCRATCH CARD: YOU WON ₹250,000! UNLOCK BY PAYING ₹99 TO KYC.SUPPORT@AXL LAST CHANCE.",PRIZE_SCAM,True,True,HIGH,,kyc.support@axl,250000.0,True,True,urgency|reward|upfront_fee
"Beta, send Rs 3000 to varun.singh@ptsbi for the school fees, Kavya will pay you back next week.",FRIEND_FAMILY_PAYMENT,True,False,LOW,,varun.singh@ptsbi,3000.0,False,False,
Hey I accidentally sent ₹7500 to your number by mistake Please return it within 2 hours to simran@ptsbi,REFUND_SCAM,True,True,HIGH,,simran@ptsbi,7500.0,True,True,urgency|refund
WRONG TRANSFER ALERT: RS 2500/- CREDITED TO YOU BY ERROR REVERSE THE AMOUNT IMMEDIATELY TO NIKHIL13@FBL OR CALL 66331-47673,REFUND_SCAM,True,True,HIGH,+916633147673,nikhil13@fbl,2500.0,True,False,urgency|refund
Scan QR karo aur PIN dalo Rs 20000 tumhare account me aa jayega Jaldi karo,QR_SCAM,True,True,HIGH,,,20000.0,True,True,urgency|kyc_credential|qr_link
"SBI: credit card statement generated. Total due 1250 rupees, minimum due INR 125. Pay via net banking or the SBI app.",BANK_REQUEST,True,False,LOW,,,1250.0,False,False,impersonation
Airtel: your bill of Rs. 499/- for consumer no. 517028 is due on 25 Aug. Pay via the Airtel app or BBPS.,BILL_PAYMENT,True,False,LOW,,,499.0,False,False,
Dude last night's drinks ka Rs 100 bhej dena tanvi@paytm,PAYMENT_REQUEST,True,False,LOW,,tanvi@paytm,100.0,False,False,
"Crypto trading tips group: deposit Rs. 10,000/- to reward.claim@axl and earn daily profit of 3k. 100% safe.",INVESTMENT_SCAM,True,True,HIGH,,reward.claim@axl,10000.0,False,False,investment|job
"washing machine available. Pay Rs. 1,000/- delivery charge to aditya@ybl now and the courier will bring it to your home, pay balance on delivery.",MARKETPLACE_PAYMENT,True,True,HIGH,,aditya@ybl,1000.0,True,True,upfront_fee|marketplace
"Hey Divya here, Rs 100 for the birthday cake bhej do bhai. divya@ybl",PAYMENT_REQUEST,True,False,LOW,,divya@ybl,100.0,False,False,
Bro send Rs 800/- for the electricity share to riya@paytm,PAYMENT_REQUEST,True,False,LOW,,riya@paytm,800.0,False,False,
"Your subscription payment failed. Pay ₹5,000 to cashback.claim@ybl within 1 hour or your account will be blocked.",URGENCY_PAYMENT,True,True,HIGH,,cashback.claim@ybl,5000.0,True,True,urgency|kyc_credential
"Customer care BHIM: your account shows suspicious activity. Transfer ₹15,000 to verification account hdfc.verify803@upi aaj hi.",IMPERSONATION,True,True,HIGH,,hdfc.verify803@upi,15000.0,True,True,urgency|kyc_credential|impersonation
"your bescom broadband plan renews on 6 dec. amount rs. 1,050/-. auto-pay is enabled, no action needed.",BILL_PAYMENT,True,False,LOW,,,1050.0,False,False,
"Your resume is shortlisted at Amazon. Document verification fee ₹2,000 payable to verifybank@ibl within 24 hours.",JOB_SCAM,True,True,HIGH,,verifybank@ibl,2000.0,True,True,urgency|kyc_credential|upfront_fee
"Beta, this is your bhai's friend. Bhai is in hospital, send Rs 5000 final notice to lakshmisim@okicici for the admission.",IMPERSONATION,True,True,HIGH,,lakshmisim@okicici,5000.0,True,True,urgency
Lucky customer! ₹250000 bonus credited pending Transfer Rs 999/- to billdesk918@ibl for release last chance Contact 9586681403,PRIZE_SCAM,True,True,HIGH,+919586681403,billdesk918@ibl,999.0,True,True,urgency|reward
"cycle ke liye rs. 18,000/- theek hai. kal aake dekh ke pay kar dunga, cash ya upi dono chalega.",MARKETPLACE_PAYMENT,True,False,LOW,,,18000.0,False,False,
"invest ₹5,000 today and get ₹15,000 in 7 days, guaranteed returns. pay to reward.claim225@axl. limited slots.",INVESTMENT_SCAM,True,True,HIGH,,reward.claim225@axl,5000.0,False,False,investment
Fresh Basket: advance of Rs 480 for the order is due by 6th. Pay to freshbasket@okbizaxis or at the desk. GST invoice will follow.,MERCHANT_PAYMENT,True,False,LOW,,freshbasket@okbizaxis,480.0,False,False,upfront_fee
"Hi ₹200 de dena the cab ke liye, kavya@ptaxis",PAYMENT_REQUEST,True,False,LOW,,kavya@ptaxis,200.0,False,False,
"CRPF jawan, urgent posting. Activa scooter at ₹12,000 only. Advance ₹500 on hdfc.verify@ibl to block it.",MARKETPLACE_PAYMENT,True,True,HIGH,,hdfc.verify@ibl,12000.0,True,False,urgency|upfront_fee
sending 2000 to divya@oksbi for the wedding gift from all of us.,FRIEND_FAMILY_PAYMENT,True,False,LOW,,divya@oksbi,,True,False,reward
Loan EMI overdue Pay ₹1500 within 1 hour to taskfee@okaxis nahi toh account band ho jayega Recovery agent will visit,URGENCY_PAYMENT,True,True,HIGH,,taskfee@okaxis,1500.0,True,True,urgency
"COLLECT REQUEST SENT FOR ₹2,000. APPROVE IT WITH YOUR UPI PIN TO RECEIVE THE AMOUNT.",QR_SCAM,True,True,HIGH,,,2000.0,True,True,kyc_credential
"for the activa scooter, pay full 4k to electricity.pay@upi first, delivery within 2 days via army courier. no inspection possible.",MARKETPLACE_PAYMENT,True,True,HIGH,,electricity.pay@upi,4000.0,True,True,marketplace
"Hi da reminder, Rs 150 pending for the auto. neha@oksbi or cash, whatever is easy.",PAYMENT_REQUEST,True,False,LOW,,neha@oksbi,150.0,False,False,
Notice: your HDFC Bank KYC expires today. Pay INR 4999 verification fee before midnight to official.support@okaxis or your account will be blocked.,KYC_SCAM,True,True,HIGH,,official.support@okaxis,4999.0,True,True,urgency|kyc_credential|impersonation|upfront_fee
Payment of Rs. 399/- received for ACT Fibernet bill. Receipt no. 42230137.,BILL_PAYMENT,True,False,LOW,,,399.0,False,False,
"BWSSB ka bill Rs 399 aaya hai, 25 Feb tak bhar dena app se.",BILL_PAYMENT,True,False,LOW,,,399.0,False,False,
"Notice: I accidentally sent ₹4,000 to your number by mistake. Please return it immediately to harsh12@okicici.",REFUND_SCAM,True,True,HIGH,,harsh12@okicici,4000.0,True,False,urgency|refund
Wrong transfer alert: 7500 credited to you by error. Reverse the amount right now to manishsur@ibl or call 06215691085.,REFUND_SCAM,True,True,HIGH,+916215691085,manishsur@ibl,,True,False,urgency|refund
"ACT Fibernet: your bill of ₹1,050 for consumer no. 107790 is due on 8 Mar. Pay via the ACT Fibernet app or BBPS.",BILL_PAYMENT,True,False,LOW,,,1050.0,False,False,
"Yes Bank: your fixed deposit of ₹120,000 matures on 24th. Visit the branch or use net banking to renew.",BANK_REQUEST,True,False,LOW,,,120000.0,False,False,impersonation
"This is Naveen from Paytm support. A wrong transfer of ₹1,000 was made to you. Refund to rewards.claim@ibl abhi to avoid account freeze.",REFUND_SCAM,True,True,HIGH,,rewards.claim@ibl,1000.0,True,False,urgency|refund
"Can you send ₹5,000 to varun77@axl? Rent is due tomorrow and my salary is delayed. Will return by 5th.",FRIEND_FAMILY_PAYMENT,True,False,LOW,,varun77@axl,5000.0,True,False,job
"Bill generated for Jio: ₹3,120. View and pay from the official app. Ignore if already paid.",BILL_PAYMENT,True,False,LOW,,,3120.0,False,False,impersonation
Part time job: earn Rs 1500 per day by liking videos. Pay Rs 999 security deposit to task.fee@ibl to start.,JOB_SCAM,True,True,HIGH,,task.fee@ibl,999.0,False,True,upfront_fee|job
FitLife Gym monthly subscription of Rs 1200 is due on 14th. Pay to fitlifegym7@paytmqr at your convenience.,MERCHANT_PAYMENT,True,False,LOW,,fitlifegym7@paytmqr,1200.0,False,False,
Sharma General Store se order ready hai. 250 sharmagenera5@okbizaxis pe pay kar dena ya cash de dena.,MERCHANT_PAYMENT,True,False,LOW,,sharmagenera5@okbizaxis,,False,False,
Sirf ₹1000 invest karo aur Rs 5000/- pao guaranteed refundteam246@okaxis pe payment karo abhi,INVESTMENT_SCAM,True,True,HIGH,,refundteam246@okaxis,1000.0,False,False,urgency|investment
kal 6 baje gym aa raha hai kya?,NON_PAYMENT,False,False,LOW,,,,False,False,
"Bank of Baroda: EMI of Rs. 22,000/- for loan a/c ending 1886 is due on 17th. Maintain sufficient balance. Do not share OTP with anyone.",BANK_REQUEST,True,False,LOW,,,22000.0,False,False,kyc_credential|impersonation
Double your money scheme! Send Rs 25000 to reward.claim@upi and receive Rs 125000 by Monday. WhatsApp 8278512590,INVESTMENT_SCAM,True,True,HIGH,+918278512590,reward.claim@upi,25000.0,True,True,investment
I am interested in your listing I will pay ₹2000 just scan this QR code I am sending to receive the money,QR_SCAM,True,True,HIGH,,,2000.0,True,True,qr_link
"Hi ₹2,000 de dena Goa trip ke liye, josephdee@ybl",PAYMENT_REQUEST,True,False,LOW,,josephdee@ybl,2000.0,False,False,
"Oye reminder, Rs 200 pending for cricket ground booking. naveenana@paytm or cash, whatever is easy.",PAYMENT_REQUEST,True,False,LOW,,naveenana@paytm,200.0,False,False,
"dear customer, your account has been put on hold due to incomplete kyc. pay ₹999 to verifybank@oksbi last chance to restore access.",KYC_SCAM,True,True,HIGH,,verifybank@oksbi,999.0,True,True,urgency|kyc_credential|impersonation
Big Bazaar scratch card: you won ₹5000! Unlock by paying ₹199 to kycsupport175@paytm final notice,PRIZE_SCAM,True,True,HIGH,,kycsupport175@paytm,5000.0,True,True,urgency|reward|upfront_fee
OTP for your login is 718896. Valid for 10 minutes. Do not share it with anyone.,NON_PAYMENT,False,False,LOW,,,,False,False,kyc_credential
"hi, saw your olx ad for the washing machine. can i come and check it tomorrow? if ok i will pay ₹8,000 on bhim after seeing it.",MARKETPLACE_PAYMENT,True,False,LOW,,,8000.0,False,False,marketplace
"Congratulations! You have won ₹500,000 in the Jio lucky draw. Pay Rs. 1,499/- processing fee to kyc.support@ibl jaldi to claim.",PRIZE_SCAM,True,True,HIGH,,kyc.support@ibl,1499.0,True,True,urgency|reward|upfront_fee
Yaar galti se INR 2500 aapke account me chala gaya. Please right now wapas bhej do support.desk@upi pe.,REFUND_SCAM,True,True,HIGH,,support.desk@upi,2500.0,True,True,urgency|refund
Rohan 1k for Mummy's medicines My UPI lakshmi@axl or call me +91 82015 69146,FRIEND_FAMILY_PAYMENT,True,False,LOW,+918201569146,lakshmi@axl,1000.0,False,False,
Kotak Bank: auto-debit of 15400 for your SIP will be attempted on 13th. Please keep sufficient balance.,BANK_REQUEST,True,False,LOW,,,,False,False,impersonation
Install this app reward-claim-wcbc.link and share the screen to receive 2000 rupees cashback instantly.,QR_SCAM,True,True,HIGH,,,2000.0,False,True,reward|qr_link
"bro reminder, rs 1000 pending for the cab. rahulroh@ptsbi or cash, whatever is easy.",PAYMENT_REQUEST,True,False,LOW,,rahulroh@ptsbi,1000.0,False,False,
BRO SPLIT FOR THE AUTO CAME TO ₹100 EACH. SEND TO VIKRAM@AXL WHEN YOU CAN.,PAYMENT_REQUEST,True,False,LOW,,vikram@axl,100.0,False,False,
"Papa needs Rs 8000 for the hospital deposit today so admission can be completed. Send to nisha@ibl, I'll transfer back on Monday.",FRIEND_FAMILY_PAYMENT,True,False,LOW,,nisha@ibl,8000.0,True,False,
Pending due of 5k must be cleared final notice. Send to cashback.claim@paytm. No further extension.,URGENCY_PAYMENT,True,True,HIGH,,cashback.claim@paytm,5000.0,True,True,urgency
"camera ke liye Rs. 40,000/- theek hai. Kal aake dekh ke pay kar dunga, cash ya UPI dono chalega.",MARKETPLACE_PAYMENT,True,False,LOW,,,40000.0,False,False,
hi your share for the auto is 1200 rupees. pay to naveen20@paytm whenever free.,PAYMENT_REQUEST,True,False,LOW,,naveen20@paytm,1200.0,False,False,
"To receive your refund of Rs 2000, scan the QR code and enter your UPI PIN. Link: reward-claim-6i0h.link",QR_SCAM,True,True,HIGH,,,2000.0,False,False,kyc_credential|refund|qr_link
tata power: your bill of rs. 399/- for consumer no. 999802 is due on 27 jun. pay via the tata power app or bbps.,BILL_PAYMENT,True,False,LOW,,,399.0,False,False,
Payment of INR 1500 is required last chance. Use UPI reward.claim548@ybl. Do not ignore this message.,URGENCY_PAYMENT,True,True,HIGH,,reward.claim548@ybl,1500.0,True,False,urgency
